"Building.Name","Units","month","Type","Value","SSP"
"OSS","kWh",8,"Heating",0,"Original EPW"
"OSS","kWh",9,"Heating",0,"Original EPW"
"HSG","kWh",1,"Heating",10192.2638287096,"Original EPW"
"HSG","kWh",10,"Heating",366.385589919841,"Original EPW"
"HSG","kWh",11,"Heating",2700.86113642757,"Original EPW"
"HSG","kWh",12,"Heating",5817.62300570549,"Original EPW"
"HSG","kWh",2,"Heating",4004.87807146065,"Original EPW"
"HSG","kWh",3,"Heating",1865.09937264731,"Original EPW"
"HSG","kWh",4,"Heating",338.040307540612,"Original EPW"
"HSG","kWh",5,"Heating",0,"Original EPW"
"HSG","kWh",6,"Heating",0,"Original EPW"
"HSG","kWh",7,"Heating",0,"Original EPW"
"HSG","kWh",8,"Heating",0,"Original EPW"
"HSG","kWh",9,"Heating",0,"Original EPW"
"HSK","kWh",1,"Heating",19622.5513312917,"Original EPW"
"HSK","kWh",10,"Heating",324.314769074636,"Original EPW"
"HSK","kWh",11,"Heating",4021.83504111375,"Original EPW"
"HSK","kWh",12,"Heating",9488.57104907311,"Original EPW"
"HSK","kWh",2,"Heating",5110.34690983527,"Original EPW"
"HSK","kWh",3,"Heating",1742.76387207098,"Original EPW"
"HSK","kWh",4,"Heating",207.546772414836,"Original EPW"
"HSK","kWh",5,"Heating",0,"Original EPW"
"HSK","kWh",6,"Heating",0,"Original EPW"
"HSK","kWh",7,"Heating",0,"Original EPW"
"HSK","kWh",8,"Heating",0,"Original EPW"
"HSK","kWh",9,"Heating",0,"Original EPW"
"CHCL","kWh",1,"Heating",6649.04438612486,"Original EPW"
"CHCL","kWh",10,"Heating",122.714554916885,"Original EPW"
"CHCL","kWh",11,"Heating",1204.94746425522,"Original EPW"
"CHCL","kWh",12,"Heating",3296.68266629758,"Original EPW"
"CHCL","kWh",2,"Heating",1908.06995788484,"Original EPW"
"CHCL","kWh",3,"Heating",680.350325157773,"Original EPW"
"CHCL","kWh",4,"Heating",81.6259513399935,"Original EPW"
"CHCL","kWh",5,"Heating",0,"Original EPW"
"CHCL","kWh",6,"Heating",0,"Original EPW"
"CHCL","kWh",7,"Heating",0,"Original EPW"
"CHCL","kWh",8,"Heating",0,"Original EPW"
"CHCL","kWh",9,"Heating",0,"Original EPW"
"SPG","kWh",1,"Heating",28093.882886275,"Original EPW"
"SPG","kWh",10,"Heating",1760.7701261173,"Original EPW"
"SPG","kWh",11,"Heating",8817.7386287105,"Original EPW"
"SPG","kWh",12,"Heating",17110.8657929857,"Original EPW"
"SPG","kWh",2,"Heating",12749.9742097122,"Original EPW"
"SPG","kWh",3,"Heating",6759.52633903389,"Original EPW"
"SPG","kWh",4,"Heating",1629.62676212477,"Original EPW"
"SPG","kWh",5,"Heating",0,"Original EPW"
"SPG","kWh",6,"Heating",0,"Original EPW"
"SPG","kWh",7,"Heating",0,"Original EPW"
"SPG","kWh",8,"Heating",0,"Original EPW"
"SPG","kWh",9,"Heating",0,"Original EPW"
"HSD","kWh",1,"Heating",21847.5120109226,"Original EPW"
"HSD","kWh",10,"Heating",667.51177682399,"Original EPW"
"HSD","kWh",11,"Heating",5263.89915013909,"Original EPW"
"HSD","kWh",12,"Heating",12015.1300593385,"Original EPW"
"HSD","kWh",2,"Heating",7736.07879322763,"Original EPW"
"HSD","kWh",3,"Heating",3439.0945310186,"Original EPW"
"HSD","kWh",4,"Heating",557.341812522402,"Original EPW"
"HSD","kWh",5,"Heating",0,"Original EPW"
"HSD","kWh",6,"Heating",0,"Original EPW"
"HSD","kWh",7,"Heating",0,"Original EPW"
"HSD","kWh",8,"Heating",0,"Original EPW"
"HSD","kWh",9,"Heating",0,"Original EPW"
"OCE","kWh",1,"Heating",4627.41596612678,"Original EPW"
"OCE","kWh",10,"Heating",265.435793211113,"Original EPW"
"OCE","kWh",11,"Heating",1620.87132366355,"Original EPW"
"OCE","kWh",12,"Heating",3054.37702579794,"Original EPW"
"OCE","kWh",2,"Heating",1901.49773426743,"Original EPW"
"OCE","kWh",3,"Heating",883.324884838571,"Original EPW"
"OCE","kWh",4,"Heating",174.141589336316,"Original EPW"
"OCE","kWh",5,"Heating",0,"Original EPW"
"OCE","kWh",6,"Heating",0,"Original EPW"
"OCE","kWh",7,"Heating",0,"Original EPW"
"OCE","kWh",8,"Heating",0,"Original EPW"
"OCE","kWh",9,"Heating",0,"Original EPW"
"CHSB","kWh",1,"Heating",1583.29328770155,"Original EPW"
"CHSB","kWh",10,"Heating",35.4236002162399,"Original EPW"
"CHSB","kWh",11,"Heating",338.561946151802,"Original EPW"
"CHSB","kWh",12,"Heating",882.963274725966,"Original EPW"
"CHSB","kWh",2,"Heating",531.763806412145,"Original EPW"
"CHSB","kWh",3,"Heating",197.726640429015,"Original EPW"
"CHSB","kWh",4,"Heating",24.245725896414,"Original EPW"
"CHSB","kWh",5,"Heating",0,"Original EPW"
"CHSB","kWh",6,"Heating",0,"Original EPW"
"CHSB","kWh",7,"Heating",0,"Original EPW"
"CHSB","kWh",8,"Heating",0,"Original EPW"
"CHSB","kWh",9,"Heating",0,"Original EPW"
"UW MEDICAL CENTER","kWh",1,"Heating",114905.932963385,"Original EPW"
"UW MEDICAL CENTER","kWh",10,"Heating",1612.03814540722,"Original EPW"
"UW MEDICAL CENTER","kWh",11,"Heating",15100.8819542734,"Original EPW"
"UW MEDICAL CENTER","kWh",12,"Heating",42401.9116641951,"Original EPW"
"UW MEDICAL CENTER","kWh",2,"Heating",26614.4132658833,"Original EPW"
"UW MEDICAL CENTER","kWh",3,"Heating",9073.23766058507,"Original EPW"
"UW MEDICAL CENTER","kWh",4,"Heating",1070.41135270404,"Original EPW"
"UW MEDICAL CENTER","kWh",5,"Heating",0,"Original EPW"
"UW MEDICAL CENTER","kWh",6,"Heating",0,"Original EPW"
"UW MEDICAL CENTER","kWh",7,"Heating",0,"Original EPW"
"UW MEDICAL CENTER","kWh",8,"Heating",0,"Original EPW"
"UW MEDICAL CENTER","kWh",9,"Heating",0,"Original EPW"
"UMCU","kWh",1,"Heating",2209.51948602087,"Original EPW"
"UMCU","kWh",10,"Heating",194.273265167216,"Original EPW"
"UMCU","kWh",11,"Heating",831.533798625877,"Original EPW"
"UMCU","kWh",12,"Heating",1526.69327526301,"Original EPW"
"UMCU","kWh",2,"Heating",1126.66113952548,"Original EPW"
"UMCU","kWh",3,"Heating",643.807927908293,"Original EPW"
"UMCU","kWh",4,"Heating",196.804191910367,"Original EPW"
"UMCU","kWh",5,"Heating",0,"Original EPW"
"UMCU","kWh",6,"Heating",0,"Original EPW"
"UMCU","kWh",7,"Heating",0,"Original EPW"
"UMCU","kWh",8,"Heating",0,"Original EPW"
"UMCU","kWh",9,"Heating",0,"Original EPW"
"CHSC","kWh",1,"Lighting",28907.8786260615,"Original EPW"
"CHSC","kWh",10,"Lighting",28030.8191975302,"Original EPW"
"CHSC","kWh",11,"Lighting",28517.704656663,"Original EPW"
"CHSC","kWh",12,"Lighting",28537.2519208865,"Original EPW"
"CHSC","kWh",2,"Lighting",25587.415897816,"Original EPW"
"CHSC","kWh",3,"Lighting",28577.9176828235,"Original EPW"
"CHSC","kWh",4,"Lighting",25222.6230284382,"Original EPW"
"CHSC","kWh",5,"Lighting",27903.6464032111,"Original EPW"
"CHSC","kWh",6,"Lighting",26751.8518526401,"Original EPW"
"CHSC","kWh",7,"Lighting",26093.3302485868,"Original EPW"
"CHSC","kWh",8,"Lighting",28018.5253581811,"Original EPW"
"CHSC","kWh",9,"Lighting",26251.0806473616,"Original EPW"
"PBB","kWh",1,"Lighting",69327.4600107872,"Original EPW"
"PBB","kWh",10,"Lighting",65934.9380481093,"Original EPW"
"PBB","kWh",11,"Lighting",68130.4696569785,"Original EPW"
"PBB","kWh",12,"Lighting",69337.4279108932,"Original EPW"
"PBB","kWh",2,"Lighting",60470.7086591917,"Original EPW"
"PBB","kWh",3,"Lighting",66715.0338846624,"Original EPW"
"PBB","kWh",4,"Lighting",58572.2276780518,"Original EPW"
"PBB","kWh",5,"Lighting",64347.6537479279,"Original EPW"
"PBB","kWh",6,"Lighting",61691.694125034,"Original EPW"
"PBB","kWh",7,"Lighting",60340.046859286,"Original EPW"
"PBB","kWh",8,"Lighting",64923.4820495705,"Original EPW"
"PBB","kWh",9,"Lighting",61255.474754673,"Original EPW"
"GNOM","kWh",1,"Lighting",27485.8229399563,"Original EPW"
"GNOM","kWh",10,"Lighting",26305.6449121127,"Original EPW"
"GNOM","kWh",11,"Lighting",27019.9280643654,"Original EPW"
"GNOM","kWh",12,"Lighting",27371.5245126937,"Original EPW"
"GNOM","kWh",2,"Lighting",24098.7462886728,"Original EPW"
"GNOM","kWh",3,"Lighting",26734.9284949733,"Original EPW"
"GNOM","kWh",4,"Lighting",23551.5302497575,"Original EPW"
"GNOM","kWh",5,"Lighting",25926.3981067214,"Original EPW"
"GNOM","kWh",6,"Lighting",24859.4389055975,"Original EPW"
"GNOM","kWh",7,"Lighting",24302.0722370463,"Original EPW"
"GNOM","kWh",8,"Lighting",26121.2903958329,"Original EPW"
"GNOM","kWh",9,"Lighting",24575.2942581088,"Original EPW"
"HST","kWh",1,"Lighting",137944.357523723,"Original EPW"
"HST","kWh",10,"Lighting",132937.653457369,"Original EPW"
"HST","kWh",11,"Lighting",136032.728566208,"Original EPW"
"HST","kWh",12,"Lighting",136793.115569815,"Original EPW"
"HST","kWh",2,"Lighting",121345.138141819,"Original EPW"
"HST","kWh",3,"Lighting",135008.746969608,"Original EPW"
"HST","kWh",4,"Lighting",119143.659266298,"Original EPW"
"HST","kWh",5,"Lighting",131501.406044451,"Original EPW"
"HST","kWh",6,"Lighting",126200.135365064,"Original EPW"
"HST","kWh",7,"Lighting",123323.232494334,"Original EPW"
"HST","kWh",8,"Lighting",132371.180854495,"Original EPW"
"HST","kWh",9,"Lighting",124157.639324331,"Original EPW"
"BIOE","kWh",1,"Lighting",17358.8377795562,"Original EPW"
"BIOE","kWh",10,"Lighting",16608.012194606,"Original EPW"
"BIOE","kWh",11,"Lighting",17076.59233628,"Original EPW"
"BIOE","kWh",12,"Lighting",17293.6103520894,"Original EPW"
"BIOE","kWh",2,"Lighting",15197.4823542461,"Original EPW"
"BIOE","kWh",3,"Lighting",16859.1719101361,"Original EPW"
"BIOE","kWh",4,"Lighting",14852.2381825928,"Original EPW"
"BIOE","kWh",5,"Lighting",16348.5494901254,"Original EPW"
"BIOE","kWh",6,"Lighting",15684.5412157466,"Original EPW"
"BIOE","kWh",7,"Lighting",15329.2527968311,"Original EPW"
"BIOE","kWh",8,"Lighting",16471.8001937477,"Original EPW"
"BIOE","kWh",9,"Lighting",15485.9140036454,"Original EPW"
"MSB","kWh",1,"Lighting",10332.6410912381,"Original EPW"
"MSB","kWh",10,"Lighting",9706.92157205925,"Original EPW"
"MSB","kWh",11,"Lighting",10113.1288860546,"Original EPW"
"MSB","kWh",12,"Lighting",10415.0903877537,"Original EPW"
"MSB","kWh",2,"Lighting",8930.77274120454,"Original EPW"
"MSB","kWh",3,"Lighting",9813.5991849214,"Original EPW"
"MSB","kWh",4,"Lighting",8599.69568949433,"Original EPW"
"MSB","kWh",5,"Lighting",9407.39237570415,"Original EPW"
"MSB","kWh",6,"Lighting",9017.7590520252,"Original EPW"
"MSB","kWh",7,"Lighting",8819.43636484035,"Original EPW"
"MSB","kWh",8,"Lighting",9500.70006098512,"Original EPW"
"MSB","kWh",9,"Lighting",8989.39735454825,"Original EPW"
"HSE","kWh",1,"Lighting",23145.0964300171,"Original EPW"
"HSE","kWh",10,"Lighting",22583.3646416917,"Original EPW"
"HSE","kWh",11,"Lighting",22856.3349276155,"Original EPW"
"HSE","kWh",12,"Lighting",22693.3662129896,"Original EPW"
"HSE","kWh",2,"Lighting",20505.3385752537,"Original EPW"
"HSE","kWh",3,"Lighting",22832.4843296296,"Original EPW"
"HSE","kWh",4,"Lighting",20037.0384763613,"Original EPW"
"HSE","kWh",5,"Lighting",22052.4144882598,"Original EPW"
"HSE","kWh",6,"Lighting",21175.1370059325,"Original EPW"
"HSE","kWh",7,"Lighting",20642.9955887477,"Original EPW"
"HSE","kWh",8,"Lighting",22318.9556673821,"Original EPW"
"HSE","kWh",9,"Lighting",21028.7299409214,"Original EPW"
"HSC","kWh",1,"Lighting",14135.4404282049,"Original EPW"
"HSC","kWh",10,"Lighting",13270.7475371362,"Original EPW"
"HSC","kWh",11,"Lighting",13901.268162077,"Original EPW"
"HSC","kWh",12,"Lighting",14207.0546129133,"Original EPW"
"HSC","kWh",2,"Lighting",12137.1391885876,"Original EPW"
"HSC","kWh",3,"Lighting",13139.1495409551,"Original EPW"
"HSC","kWh",4,"Lighting",11336.559366759,"Original EPW"
"HSC","kWh",5,"Lighting",12327.1209935176,"Original EPW"
"HSC","kWh",6,"Lighting",11836.1021412683,"Original EPW"
"HSC","kWh",7,"Lighting",11551.0000025955,"Original EPW"
"HSC","kWh",8,"Lighting",12563.2996097944,"Original EPW"
"HSC","kWh",9,"Lighting",11985.847691868,"Original EPW"
"OTS","kWh",1,"Lighting",85.4079629710033,"Original EPW"
"OTS","kWh",10,"Lighting",67.3476089368836,"Original EPW"
"OTS","kWh",11,"Lighting",81.1710405422024,"Original EPW"
"OTS","kWh",12,"Lighting",94.0949352340404,"Original EPW"
"OTS","kWh",2,"Lighting",64.6118613551882,"Original EPW"
"OTS","kWh",3,"Lighting",62.9030775080045,"Original EPW"
"OTS","kWh",4,"Lighting",49.9537627235745,"Original EPW"
"OTS","kWh",5,"Lighting",49.3918530704638,"Original EPW"
"OTS","kWh",6,"Lighting",47.7015764953398,"Original EPW"
"OTS","kWh",7,"Lighting",46.5763803575273,"Original EPW"
"OTS","kWh",8,"Lighting",52.2900231043304,"Original EPW"
"OTS","kWh",9,"Lighting",53.78291042204,"Original EPW"
"HCK","kWh",1,"Lighting",17398.7042443471,"Original EPW"
"HCK","kWh",10,"Lighting",16677.5985047262,"Original EPW"
"HCK","kWh",11,"Lighting",17103.648427774,"Original EPW"
"HCK","kWh",12,"Lighting",17309.9384259586,"Original EPW"
"HCK","kWh",2,"Lighting",15273.5702810634,"Original EPW"
"HCK","kWh",3,"Lighting",16965.3959310212,"Original EPW"
"HCK","kWh",4,"Lighting",14952.6356748423,"Original EPW"
"HCK","kWh",5,"Lighting",16475.288191862,"Original EPW"
"HCK","kWh",6,"Lighting",15795.6425178259,"Original EPW"
"HCK","kWh",7,"Lighting",15432.1865821839,"Original EPW"
"HCK","kWh",8,"Lighting",16582.3745227969,"Original EPW"
"HCK","kWh",9,"Lighting",15594.8930705453,"Original EPW"
"OSB","kWh",1,"Lighting",175.14872475148,"Original EPW"
"OSB","kWh",10,"Lighting",143.984404704204,"Original EPW"
"OSB","kWh",11,"Lighting",167.469002758988,"Original EPW"
"OSB","kWh",12,"Lighting",190.370823796492,"Original EPW"
"OSB","kWh",2,"Lighting",136.646246533271,"Original EPW"
"OSB","kWh",3,"Lighting",138.29586968793,"Original EPW"
"OSB","kWh",4,"Lighting",114.387759196052,"Original EPW"
"OSB","kWh",5,"Lighting",118.263232377141,"Original EPW"
"OSB","kWh",6,"Lighting",113.023552274462,"Original EPW"
"OSB","kWh",7,"Lighting",111.398331637302,"Original EPW"
"OSB","kWh",8,"Lighting",122.659143866699,"Original EPW"
"OSB","kWh",9,"Lighting",122.222460228947,"Original EPW"
"HSBB","kWh",1,"Lighting",41197.4469807228,"Original EPW"
"HSBB","kWh",10,"Lighting",38919.7045329966,"Original EPW"
"HSBB","kWh",11,"Lighting",40523.6848057362,"Original EPW"
"HSBB","kWh",12,"Lighting",41481.7394252423,"Original EPW"
"HSBB","kWh",2,"Lighting",35611.8717633683,"Original EPW"
"HSBB","kWh",3,"Lighting",39123.1338766583,"Original EPW"
"HSBB","kWh",4,"Lighting",34206.8869334897,"Original EPW"
"HSBB","kWh",5,"Lighting",37493.1504852703,"Original EPW"
"HSBB","kWh",6,"Lighting",35930.1921216403,"Original EPW"
"HSBB","kWh",7,"Lighting",35160.9014364536,"Original EPW"
"HSBB","kWh",8,"Lighting",37884.2558283972,"Original EPW"
"HSBB","kWh",9,"Lighting",35831.8741381796,"Original EPW"
"OCN","kWh",1,"Lighting",20747.1368298416,"Original EPW"
"OCN","kWh",10,"Lighting",19846.0913285437,"Original EPW"
"OCN","kWh",11,"Lighting",20399.8467420413,"Original EPW"
"OCN","kWh",12,"Lighting",20667.0783587341,"Original EPW"
"OCN","kWh",2,"Lighting",18179.8921374415,"Original EPW"
"OCN","kWh",3,"Lighting",20147.1296301786,"Original EPW"
"OCN","kWh",4,"Lighting",17729.0733970818,"Original EPW"
"OCN","kWh",5,"Lighting",19521.664530882,"Original EPW"
"OCN","kWh",6,"Lighting",18716.0286572772,"Original EPW"
"OCN","kWh",7,"Lighting",18287.327213975,"Original EPW"
"OCN","kWh",8,"Lighting",19659.599252019,"Original EPW"
"OCN","kWh",9,"Lighting",18501.1633191946,"Original EPW"
"OTB","kWh",1,"Lighting",7214.67220729069,"Original EPW"
"OTB","kWh",10,"Lighting",6645.3906445638,"Original EPW"
"OTB","kWh",11,"Lighting",7040.91111821789,"Original EPW"
"OTB","kWh",12,"Lighting",7365.816288365,"Original EPW"
"OTB","kWh",2,"Lighting",6140.01647995987,"Original EPW"
"OTB","kWh",3,"Lighting",6659.01739364275,"Original EPW"
"OTB","kWh",4,"Lighting",5786.21157288632,"Original EPW"
"OTB","kWh",5,"Lighting",6284.30775481576,"Original EPW"
"OTB","kWh",6,"Lighting",6021.2427201384,"Original EPW"
"OTB","kWh",7,"Lighting",5895.9055330499,"Original EPW"
"OTB","kWh",8,"Lighting",6371.57315299653,"Original EPW"
"OTB","kWh",9,"Lighting",6075.58217384825,"Original EPW"
"OTS2","kWh",1,"Lighting",688.383297943287,"Original EPW"
"OTS2","kWh",10,"Lighting",625.215094727121,"Original EPW"
"OTS2","kWh",11,"Lighting",670.395049288664,"Original EPW"
"OTS2","kWh",12,"Lighting",708.506575275975,"Original EPW"
"OTS2","kWh",2,"Lighting",579.405811172806,"Original EPW"
"OTS2","kWh",3,"Lighting",622.956698703859,"Original EPW"
"OTS2","kWh",4,"Lighting",537.850474751233,"Original EPW"
"OTS2","kWh",5,"Lighting",581.143075490742,"Original EPW"
"OTS2","kWh",6,"Lighting",556.602522384418,"Original EPW"
"OTS2","kWh",7,"Lighting",545.773877498958,"Original EPW"
"OTS2","kWh",8,"Lighting",590.744915245038,"Original EPW"
"OTS2","kWh",9,"Lighting",566.221636771063,"Original EPW"
"HSI","kWh",1,"Lighting",59355.4074876018,"Original EPW"
"HSI","kWh",10,"Lighting",57500.5782963961,"Original EPW"
"HSI","kWh",11,"Lighting",58634.6198847553,"Original EPW"
"HSI","kWh",12,"Lighting",58521.8218750021,"Original EPW"
"HSI","kWh",2,"Lighting",52287.2753703907,"Original EPW"
"HSI","kWh",3,"Lighting",58168.0222290828,"Original EPW"
"HSI","kWh",4,"Lighting",51133.1451745644,"Original EPW"
"HSI","kWh",5,"Lighting",56370.133321473,"Original EPW"
"HSI","kWh",6,"Lighting",54146.1542718852,"Original EPW"
"HSI","kWh",7,"Lighting",52772.7404875045,"Original EPW"
"HSI","kWh",8,"Lighting",56850.8983938306,"Original EPW"
"HSI","kWh",9,"Lighting",53367.8945763005,"Original EPW"
"HSF","kWh",1,"Lighting",44102.6909964056,"Original EPW"
"HSF","kWh",10,"Lighting",41900.2513125111,"Original EPW"
"HSF","kWh",11,"Lighting",43389.1261985013,"Original EPW"
"HSF","kWh",12,"Lighting",44079.2514455744,"Original EPW"
"HSF","kWh",2,"Lighting",38324.7519256824,"Original EPW"
"HSF","kWh",3,"Lighting",42056.9241998798,"Original EPW"
"HSF","kWh",4,"Lighting",36672.0632606563,"Original EPW"
"HSF","kWh",5,"Lighting",40155.2620740278,"Original EPW"
"HSF","kWh",6,"Lighting",38500.9784604169,"Original EPW"
"HSF","kWh",7,"Lighting",37586.9933449021,"Original EPW"
"HSF","kWh",8,"Lighting",40647.9139283175,"Original EPW"
"HSF","kWh",9,"Lighting",38517.4973826324,"Original EPW"
"HSH","kWh",1,"Lighting",53481.1710216425,"Original EPW"
"HSH","kWh",10,"Lighting",51297.8663348291,"Original EPW"
"HSH","kWh",11,"Lighting",52701.6622671854,"Original EPW"
"HSH","kWh",12,"Lighting",53147.8372551832,"Original EPW"
"HSH","kWh",2,"Lighting",46909.1597461158,"Original EPW"
"HSH","kWh",3,"Lighting",51844.2155227908,"Original EPW"
"HSH","kWh",4,"Lighting",45421.9455049898,"Original EPW"
"HSH","kWh",5,"Lighting",49953.6244565346,"Original EPW"
"HSH","kWh",6,"Lighting",47906.8667557345,"Original EPW"
"HSH","kWh",7,"Lighting",46837.3143783364,"Original EPW"
"HSH","kWh",8,"Lighting",50441.3575737928,"Original EPW"
"HSH","kWh",9,"Lighting",47585.0591598245,"Original EPW"
"UMSP","kWh",1,"Lighting",88633.090072603,"Original EPW"
"UMSP","kWh",10,"Lighting",86142.4789913634,"Original EPW"
"UMSP","kWh",11,"Lighting",87376.3000401825,"Original EPW"
"UMSP","kWh",12,"Lighting",87450.9761523935,"Original EPW"
"UMSP","kWh",2,"Lighting",78634.8758988875,"Original EPW"
"UMSP","kWh",3,"Lighting",88093.9436300169,"Original EPW"
"UMSP","kWh",4,"Lighting",78095.3105305861,"Original EPW"
"UMSP","kWh",5,"Lighting",86460.1010234822,"Original EPW"
"UMSP","kWh",6,"Lighting",82911.8433973739,"Original EPW"
"UMSP","kWh",7,"Lighting",80949.9867350277,"Original EPW"
"UMSP","kWh",8,"Lighting",86815.5106864629,"Original EPW"
"UMSP","kWh",9,"Lighting",81221.6169600715,"Original EPW"
"SOCC","kWh",1,"Lighting",30899.2496928539,"Original EPW"
"SOCC","kWh",10,"Lighting",29482.3825453802,"Original EPW"
"SOCC","kWh",11,"Lighting",30438.4990733857,"Original EPW"
"SOCC","kWh",12,"Lighting",30743.6206742208,"Original EPW"
"SOCC","kWh",2,"Lighting",26995.0625025883,"Original EPW"
"SOCC","kWh",3,"Lighting",29742.2498250817,"Original EPW"
"SOCC","kWh",4,"Lighting",25955.9522316332,"Original EPW"
"SOCC","kWh",5,"Lighting",28504.6357729462,"Original EPW"
"SOCC","kWh",6,"Lighting",27339.714590478,"Original EPW"
"SOCC","kWh",7,"Lighting",26684.9285612228,"Original EPW"
"SOCC","kWh",8,"Lighting",28764.0974820696,"Original EPW"
"SOCC","kWh",9,"Lighting",27125.6148727117,"Original EPW"
"HSJ","kWh",1,"Lighting",41637.5559609193,"Original EPW"
"HSJ","kWh",10,"Lighting",40255.9871026297,"Original EPW"
"HSJ","kWh",11,"Lighting",41099.575265446,"Original EPW"
"HSJ","kWh",12,"Lighting",41170.00024447,"Original EPW"
"HSJ","kWh",2,"Lighting",36618.1700811163,"Original EPW"
"HSJ","kWh",3,"Lighting",40763.0482330908,"Original EPW"
"HSJ","kWh",4,"Lighting",35944.9662896342,"Original EPW"
"HSJ","kWh",5,"Lighting",39649.2880324707,"Original EPW"
"HSJ","kWh",6,"Lighting",38079.9997494488,"Original EPW"
"HSJ","kWh",7,"Lighting",37137.2581307281,"Original EPW"
"HSJ","kWh",8,"Lighting",39963.7818856744,"Original EPW"
"HSJ","kWh",9,"Lighting",37464.040454945,"Original EPW"
"HHL","kWh",1,"Lighting",7501.34120807398,"Original EPW"
"HHL","kWh",10,"Lighting",6838.1534157488,"Original EPW"
"HHL","kWh",11,"Lighting",7307.04464880995,"Original EPW"
"HHL","kWh",12,"Lighting",7708.34054588259,"Original EPW"
"HHL","kWh",2,"Lighting",6331.84048097484,"Original EPW"
"HHL","kWh",3,"Lighting",6822.32985693533,"Original EPW"
"HHL","kWh",4,"Lighting",5899.15715180988,"Original EPW"
"HHL","kWh",5,"Lighting",6381.14420337716,"Original EPW"
"HHL","kWh",6,"Lighting",6112.57564938312,"Original EPW"
"HHL","kWh",7,"Lighting",5988.14221037583,"Original EPW"
"HHL","kWh",8,"Lighting",6482.81064015112,"Original EPW"
"HHL","kWh",9,"Lighting",6206.20405120342,"Original EPW"
"OSS","kWh",1,"Lighting",247.358201123178,"Original EPW"
"OSS","kWh",10,"Lighting",202.181870632691,"Original EPW"
"OSS","kWh",11,"Lighting",236.242567049221,"Original EPW"
"OSS","kWh",12,"Lighting",269.29750249263,"Original EPW"
"OSS","kWh",2,"Lighting",192.2554828871,"Original EPW"
"OSS","kWh",3,"Lighting",193.167431340303,"Original EPW"
"OSS","kWh",4,"Lighting",159.16610417525,"Original EPW"
"OSS","kWh",5,"Lighting",163.753631379345,"Original EPW"
"OSS","kWh",6,"Lighting",156.43069298407,"Original EPW"
"OSS","kWh",7,"Lighting",154.265413623386,"Original EPW"
"OSS","kWh",8,"Lighting",170.249799665465,"Original EPW"
"OSS","kWh",9,"Lighting",170.274902336746,"Original EPW"
"HSG","kWh",1,"Lighting",19600.0700843257,"Original EPW"
"HSG","kWh",10,"Lighting",18437.7700212427,"Original EPW"
"HSG","kWh",11,"Lighting",19318.800530888,"Original EPW"
"HSG","kWh",12,"Lighting",19712.1327338105,"Original EPW"
"HSG","kWh",2,"Lighting",16870.7564251568,"Original EPW"
"HSG","kWh",3,"Lighting",18279.9567968908,"Original EPW"
"HSG","kWh",4,"Lighting",15810.7657532155,"Original EPW"
"HSG","kWh",5,"Lighting",17239.4814875596,"Original EPW"
"HSG","kWh",6,"Lighting",16554.233986547,"Original EPW"
"HSG","kWh",7,"Lighting",16213.9302247902,"Original EPW"
"HSG","kWh",8,"Lighting",17559.213806152,"Original EPW"
"HSG","kWh",9,"Lighting",16709.6784226776,"Original EPW"
"HSK","kWh",1,"Lighting",57683.7962712274,"Original EPW"
"HSK","kWh",10,"Lighting",55560.7169929737,"Original EPW"
"HSK","kWh",11,"Lighting",56760.9916620062,"Original EPW"
"HSK","kWh",12,"Lighting",57286.0424136581,"Original EPW"
"HSK","kWh",2,"Lighting",50807.3974913673,"Original EPW"
"HSK","kWh",3,"Lighting",56526.49131415,"Original EPW"
"HSK","kWh",4,"Lighting",49873.0231526489,"Original EPW"
"HSK","kWh",5,"Lighting",55004.4179816412,"Original EPW"
"HSK","kWh",6,"Lighting",52738.8664579608,"Original EPW"
"HSK","kWh",7,"Lighting",51530.0923576587,"Original EPW"
"HSK","kWh",8,"Lighting",55359.052843812,"Original EPW"
"HSK","kWh",9,"Lighting",52042.1421752731,"Original EPW"
"CHCL","kWh",1,"Lighting",20416.8866616404,"Original EPW"
"CHCL","kWh",10,"Lighting",19496.6749360546,"Original EPW"
"CHCL","kWh",11,"Lighting",20079.3288239033,"Original EPW"
"CHCL","kWh",12,"Lighting",20363.7477566727,"Original EPW"
"CHCL","kWh",2,"Lighting",17852.0626791341,"Original EPW"
"CHCL","kWh",3,"Lighting",19771.9374304757,"Original EPW"
"CHCL","kWh",4,"Lighting",17311.793087068,"Original EPW"
"CHCL","kWh",5,"Lighting",19060.5183312053,"Original EPW"
"CHCL","kWh",6,"Lighting",18264.5887584549,"Original EPW"
"CHCL","kWh",7,"Lighting",17800.0033870308,"Original EPW"
"CHCL","kWh",8,"Lighting",19168.0575774627,"Original EPW"
"CHCL","kWh",9,"Lighting",18050.2582328054,"Original EPW"
"SPG","kWh",1,"Lighting",56051.8376344404,"Original EPW"
"SPG","kWh",10,"Lighting",54817.2603964701,"Original EPW"
"SPG","kWh",11,"Lighting",55405.1168775205,"Original EPW"
"SPG","kWh",12,"Lighting",54935.118854099,"Original EPW"
"SPG","kWh",2,"Lighting",49942.4704907703,"Original EPW"
"SPG","kWh",3,"Lighting",56071.1895677213,"Original EPW"
"SPG","kWh",4,"Lighting",49630.7488326481,"Original EPW"
"SPG","kWh",5,"Lighting",55076.5313173023,"Original EPW"
"SPG","kWh",6,"Lighting",52816.265059285,"Original EPW"
