Building Id,Building Name,Metric,Units,Resolution,1,2,3,4,5,6,7,8,9,10,11,12
02699806-fbb9-4003-84e3-45083cedb250,CHSC,SDL/Cooling,kWh,Monthly,0,0,0,21718.9747040682,23426.577283651,28889.2772789225,36925.4505934382,42392.2937886408,33789.2860023984,0,0,0
033f908b-c572-4787-8a9a-d1a66a713a0f,PBB,SDL/Cooling,kWh,Monthly,0,0,0,59993.2121117443,65965.7864197375,82775.4424310551,109356.264138397,122893.154097679,95494.6010563498,0,0,0
070c4c1d-a400-438f-830e-941ca7816c48,GNOM,SDL/Cooling,kWh,Monthly,0,0,0,21964.6379078578,24926.9857884956,31617.7576182293,42284.7213927543,46553.9582990822,35245.4280546274,0,0,0
08b9ee3c-ce3f-42b7-8aad-72fc54f9fa91,HST,SDL/Cooling,kWh,Monthly,0,0,0,99543.5761962323,110590.069729262,141815.750357265,183706.189997685,207659.276059934,157464.048381625,0,0,0
19f4e1f6-da44-11ed-83b8-e520a6201abc,BIOE,SDL/Cooling,kWh,Monthly,0,0,0,13488.3185368115,15342.296703679,19592.7218359287,26101.617315683,28746.8396423885,21583.7798443558,0,0,0
27f121a6-f0ba-4826-8049-9b0bb202997b,MSB,SDL/Cooling,kWh,Monthly,0,0,0,10583.1882383355,11542.1236675219,14259.6861302348,18897.1273845135,21215.7763595249,16873.3539765418,0,0,0
341c5d3c-a46d-4553-80d8-2c11b83e21dd,HSE,SDL/Cooling,kWh,Monthly,0,0,0,12582.3797961856,13317.8485777437,18057.6124096219,24128.9538328569,28873.3794222773,22281.165258913,0,0,0
3aca682b-80b7-463c-8e32-725f2aedbf8f,HSC,SDL/Cooling,kWh,Monthly,0,0,0,10066.4575649991,10609.0551271559,14310.3748684537,19129.1827944801,22272.4668140633,17130.2338878495,0,0,0
4290d91a-da44-11ed-83b8-e520a6201abc,OTS,SDL/Cooling,kWh,Monthly,0,0,0,125.268151920552,148.255565256542,200.198429885434,314.490605398466,346.760482383317,225.424645301441,0,0,0
4290d968-da44-11ed-83b8-e520a6201abc,HCK,SDL/Cooling,kWh,Monthly,0,0,0,13752.0833592997,15694.8870622563,19855.0722760623,26439.6678475987,29119.8628402518,22104.7070859326,0,0,0
4290daa8-da44-11ed-83b8-e520a6201abc,OSB,SDL/Cooling,kWh,Monthly,0,0,0,268.369946300639,289.474767416567,389.177245216548,571.74765752026,641.818238013643,521.894863367482,0,0,0
42a706a2-da44-11ed-83b8-e520a6201abc,HSBB,SDL/Cooling,kWh,Monthly,0,0,0,34118.2364490832,37536.9547554715,47857.4379981613,61982.8120806482,69459.5763059716,52593.8295742176,0,0,0
42a706b4-da44-11ed-83b8-e520a6201abc,OCN,SDL/Cooling,kWh,Monthly,0,0,0,15812.8478594189,17605.2735172469,22668.3293243373,29921.3773340075,33533.1677689288,25810.1657375419,0,0,0
42a70703-da44-11ed-83b8-e520a6201abc,OTB,SDL/Cooling,kWh,Monthly,0,0,0,8159.36134970167,8990.61578231329,11205.2255661034,15093.9668772496,16585.9095105907,12838.2993377943,0,0,0
42a70783-da44-11ed-83b8-e520a6201abc,OTS2,SDL/Cooling,kWh,Monthly,0,0,0,556.146845883811,660.55206953589,901.690721949184,1399.98380592398,1573.23634506491,1121.64771527681,0,0,0
5125d8bc-99ef-4be7-838e-5689957b71e6,HSI,SDL/Cooling,kWh,Monthly,0,0,0,37199.7095114162,41006.6882171182,54025.5761702122,70340.6956244035,80694.5642447023,60772.5582612233,0,0,0
68fcc08e-5cec-4700-8bba-bdfa0d2e303b,HSF,SDL/Cooling,kWh,Monthly,0,0,0,33637.3602503194,37166.0855681755,48300.5268115172,64657.6128306394,72731.3644212468,54369.5659502198,0,0,0
7237b167-7d14-40a1-86a4-81e307587310,HSH,SDL/Cooling,kWh,Monthly,0,0,0,40365.9072260071,44352.234901419,56639.4559316399,75355.7689499351,85429.4908586587,65686.0755293468,0,0,0
81d62c4f-2c6c-4a71-9a6b-295a722484bc,UMSP,SDL/Cooling,kWh,Monthly,0,0,0,65630.2129270408,76553.522476994,96317.2236726574,127218.18778583,138923.030469438,104560.188634292,0,0,0
841ea18d-f130-4b55-97e0-f9534a41012b,SOCC,SDL/Cooling,kWh,Monthly,0,0,0,12000.8120521469,14276.4934484263,22114.897098671,34699.0191653479,40324.4869682103,28436.4841918271,0,0,0
8780edad-1392-4ffc-9e0d-fdac29cc5cf4,HSJ,SDL/Cooling,kWh,Monthly,0,0,0,27843.1472910307,31828.7636471159,41436.3033032685,54139.1279344505,60270.8072250885,43711.5171977498,0,0,0
88bba704-118d-45ff-b2b8-2ecfc8055bdb,HHL,SDL/Cooling,kWh,Monthly,0,0,0,8861.51302437788,9746.35321839932,12193.2408755936,16488.3608940907,18096.3711262635,13950.794928668,0,0,0
8b892b41-0fb8-4eea-bc5c-99c7c79673fd,OSS,SDL/Cooling,kWh,Monthly,0,0,0,367.233863392138,385.949435197214,514.550169511795,773.522568138773,901.645905842342,733.788377384399,0,0,0
ba8e8648-6f02-49f5-869b-9b071fa090ee,HSG,SDL/Cooling,kWh,Monthly,0,0,0,14181.7605386641,15122.7244212718,20148.7310902083,26924.6963608413,31104.6037259567,23686.1559791663,0,0,0
c38c3e8e-b31b-467f-814e-ca5f4a97fa85,HSK,SDL/Cooling,kWh,Monthly,0,0,0,52095.3720370197,57016.7664502989,68756.8513680679,92186.123896594,104996.938130121,84995.1689527929,0,0,0
